"run","trend_true","trend_est_q025","trend_est_q500","trend_est_q975","cov","max_Rhat","n_counts","n_counts_w_SE"
195,1.05413741779057,0.80858951439404,1.6379371329351,2.41014417363118,TRUE,1.19802065326169,60,39
196,-0.778699090627433,-1.41440238345719,-0.53880273620831,0.421184335494973,TRUE,1.0155575666551,55,36
197,1.77873263060571,0.595953266946903,2.38303004607473,3.50731286450884,TRUE,1.36075797308792,61,40
198,2.92287708005858,-1.28091817205952,0.612327041604588,2.27346780502336,FALSE,1.28819914196881,56,37
199,-0.923626218031581,-1.97053952154724,-0.876191794932013,0.129274489816103,TRUE,1.06102606193361,56,37
200,1.44820999253634,1.07401663377627,1.93657643593558,2.83760719875696,TRUE,1.02748031099304,64,42
201,2.3652450263933,0.371659465485848,1.47630430143119,2.90329563903476,TRUE,1.09180286378283,63,41
202,1.11067645784533,-0.410214483844637,0.750598245941902,1.98209802855246,TRUE,1.04017441904715,50,33
203,1.22011714649102,0.0593339584488207,0.962514130741954,1.83909658031431,TRUE,1.05289452269226,49,32
204,-0.811418544892173,-3.22749962804428,-2.16531615459671,-1.20250361528186,FALSE,1.03634357601148,52,34
205,2.27116706909376,0.581274228769515,1.45346765001552,2.47117341221751,TRUE,1.055362472268,57,38
206,0.807139965149695,-0.170014479314954,0.723568700165622,1.54494692584913,TRUE,1.07983521823451,59,39
207,-0.702263786965873,-1.61501648023386,-0.0612048412876209,1.14981548410715,TRUE,1.03649185808885,65,43
208,1.91151001371239,0.770829533120477,1.89588324524079,2.75304167213354,TRUE,1.20837270501897,59,39
209,-1.37180929433678,-1.72634783390227,-0.920169263174198,-0.148685229794333,TRUE,1.0380191278192,60,39
210,0.154286374919121,0.577320271433153,1.61528072623447,2.5957952690579,FALSE,1.03601225008477,57,38
211,-0.254153896317366,-1.49350532581934,-0.45732964987813,0.572614444744502,TRUE,1.05756717807893,55,36
212,0.822311881236981,-0.85288160474674,0.0120225718596711,0.877577736359296,TRUE,1.05230308309089,66,43
213,-0.475044206107789,-1.91021031504648,-0.707818593410098,0.562937503059745,TRUE,1.04132742049769,60,39
214,2.87468383341589,1.80627752872307,2.88225292214005,3.79666347226713,TRUE,1.04251655306629,53,35
215,-0.0781314292893742,-1.30615007939901,-0.477051383360755,0.218079324903856,TRUE,1.01823333263611,66,43
216,0.58260496458693,-2.31991945467976,-0.668134921670088,0.930164300805381,TRUE,1.0788310185757,58,38
217,1.98200121848238,2.12534801097008,2.92250517939734,4.00207372491181,FALSE,1.02279469472542,62,41
218,3.62334608869714,0.321239739740157,1.69226707996524,2.95028335241714,FALSE,1.10107147930338,54,36
219,-0.057791857668954,-2.05691885227888,-0.558848721749439,0.497592992190413,TRUE,1.27460960240706,50,33
220,0.291510311417253,-1.74351933249811,-0.744702830233746,0.201158432471467,FALSE,1.0607031506292,42,28
221,0.288196524633078,-1.89237853078974,-0.923894886750093,-0.0957656224368429,FALSE,1.02107751470525,56,37
222,0.0412492515733831,-1.12381568919706,0.092222377973683,1.48973929432827,TRUE,1.05719600952031,60,39
223,4.28936904419899,2.82985911872159,3.80345010277756,4.78131378707072,TRUE,1.05132806687129,60,39
224,0.219593938473639,-2.94557723890836,-1.30786080335766,-0.080510573378159,FALSE,1.1456934878262,59,39
225,0.107172152646129,-1.96128203896632,-0.834988705884138,0.309401896835837,TRUE,1.02779214698236,60,39
226,6.71908942293369,2.73981193956115,3.78900725050076,5.03313980231544,FALSE,1.0327398151964,63,41
227,-0.491594837826026,-2.19615263778065,-1.34840468505606,-0.544715541389643,FALSE,1.02016532664533,60,39
228,0.561089177168972,-1.79744748750874,-0.804354952074587,0.148412904834594,FALSE,1.05110236263892,66,43
229,-0.377644420492285,-1.17736281014571,-0.296644191549533,0.454972091442646,TRUE,1.13002180519832,54,36
230,0.815407213083685,-0.832515809984429,0.0877847780517915,1.05320268786701,TRUE,1.02193760403742,67,44
231,1.52471231355573,1.20904170883351,2.05870238831127,2.96252600333573,TRUE,1.04042333724377,54,36
232,1.11918891726994,0.800053336707061,1.5702408198071,2.30076946440579,TRUE,1.04209384472293,62,41
233,0.422126015910984,-1.1032505842168,0.00493444083331518,0.960074542746381,TRUE,1.10280364008227,55,36
234,1.08247858266135,-0.998224667094221,0.344735848902999,1.64000266112586,TRUE,1.0659110782304,65,43
