"run","trend_true","trend_est_q025","trend_est_q500","trend_est_q975","cov","max_Rhat"
188,-1.45565162584245,-2.7528124890274,-1.68123599006632,-0.496146958301662,TRUE,1.1245343306789
189,6.65013447644465,2.25555461213882,4.09570492574334,6.52975047319973,FALSE,1.26884969246037
190,2.9226246606314,-0.5594927439765,0.621578468459372,1.6473562567585,FALSE,1.02251621294136
191,2.35899578851384,-0.558007546498042,0.848135219118318,2.04181140072107,FALSE,1.04880983408702
192,0.141668563126696,-0.757656151200736,0.21507166227418,1.25500357966199,TRUE,1.0285298720512
193,1.31979438037002,0.202922100519439,1.51836711874545,3.06814876596491,TRUE,1.28390526824598
194,-0.0179266114282539,0.155093749617333,1.68558592800491,3.39667462008493,FALSE,1.0305413861235
195,0.658157112784963,-0.455203924228134,0.423075973560583,1.22581293892339,TRUE,1.05953693503135
196,1.04761189562801,-2.54565966594799,-1.1221633631396,0.133936588781279,FALSE,1.01885747196955
197,-0.756568409703973,-1.26694568085857,0.0292632511781243,1.43261521208982,TRUE,1.03713100816208
198,0.376231040782771,-0.838755071503767,0.670621083583656,1.7617335711329,TRUE,1.04390957316835
199,-1.30543547999592,-2.77825255436813,-1.87738968372779,-1.08665140193016,TRUE,1.02129796842833
200,-0.724356436274221,-2.1870688219965,-0.949225120325353,0.132515476761554,TRUE,1.07124540243398
201,0.0931417130551004,-0.950720540299428,0.080533088244894,0.988286416932801,TRUE,1.0249416679841
202,4.02317445246125,2.81697366749691,4.16282218541445,5.69429305088307,TRUE,1.19434329515965
203,-0.437125742903299,-2.66728704469572,-1.56993468903184,-0.558752193383622,FALSE,1.01630201553583
204,1.6009016234048,-0.610979863555218,0.601671891944444,1.55588234606397,FALSE,1.02150039072394
205,1.418790410464,0.88406265510179,1.96673898669877,2.95642839090926,TRUE,1.07590513314669
206,0.745665581198551,-0.258251907503167,0.92353247651451,1.94788049686753,TRUE,1.02120947879379
207,2.59272481397692,0.227741567786003,1.45340396580134,2.61103795210835,TRUE,1.10231714705072
208,3.12079946844275,1.50179472875279,2.70882459243171,3.91738290773494,TRUE,1.06561622289356
209,0.50485637404114,-0.725525084784729,0.0942841709958508,0.981558288777323,TRUE,1.01938993533131
210,-0.225070122287296,-1.17703755054287,-0.176163906217869,0.736891729145442,TRUE,1.02077361009104
211,-1.00810577336951,-2.20031295346169,-1.24532436003006,-0.216728028369656,TRUE,1.0276059023996
212,2.31954853049652,1.03608714788225,2.41158625255171,3.85083125119659,TRUE,1.02390776028853
213,-0.977934689605775,-2.90347291359733,-1.6715022440405,-0.636323814707707,TRUE,1.03382705949756
214,0.20592394915846,-0.3075868829839,0.591832863624908,1.46330493420788,TRUE,1.27237592079705
215,0.118706266407509,-0.436862391653074,1.2034891564523,3.60882058032504,TRUE,1.22874728383533
216,-0.0683195209878251,-2.29029968467199,-1.12882449721399,0.677771378041493,TRUE,1.05722585877909
217,4.35085415152083,3.23832289037415,5.18508503807984,7.26107369319169,TRUE,1.03291798579293
218,1.1048170301776,-1.4111119696587,-0.21928830922589,0.866935898019649,FALSE,1.0708481449822
219,0.884103508324352,-0.546061354736274,0.240765735622905,1.08387280674162,TRUE,1.01449132027089
220,2.14405197123184,0.555867186452806,1.92143954692298,3.39394857611488,TRUE,1.05217612888771
221,1.02296331626011,1.55926248070779,3.29124903592515,4.85074681785261,FALSE,1.02862077734885
222,-1.17621886382607,-4.1399479699613,-2.89997526941668,-1.69993031186264,FALSE,1.02171304581296
223,0.134820615927067,0.364014878295492,1.29759981012427,2.14560848480463,FALSE,1.06074423657584
224,-0.239956800139729,-2.4945057848107,-1.21641296459586,0.2588937923924,TRUE,1.0538700533943
225,-0.11812565662439,-0.930746458444478,-0.0000980788773807806,0.798348851759716,TRUE,1.03018106687439
226,3.61126131131697,1.05071601792891,1.81718874242511,2.61678716938024,FALSE,1.02748875305376
227,0.00396437330834054,-0.404988749721603,0.348157189576614,1.13188813614307,TRUE,1.03883720842298
228,0.401404152480112,-1.71556103822469,-0.326450286383245,1.62722175234177,TRUE,1.04605064481897
229,-0.82151090620679,-2.5043361593925,-0.918128780831406,0.520368847299232,TRUE,1.04120243804685
230,0.590068061453564,-0.879810753498558,-0.123492826620275,0.721732503541844,TRUE,1.02530948601798
231,-0.143365630524384,-0.809063291317566,-0.0243336965805419,0.865558380140653,TRUE,1.02417428277782
232,0.8688449194451,-0.804995130423666,0.134822411232394,0.953854604234295,TRUE,1.02115809407982
233,0.3533154242505,-0.338829200843876,0.56195335088628,1.56684743482146,TRUE,1.01943740307034
